SMILES,C_log_index,DFT C NMR,ML C NMR,exp_result,DFT H NMR,H_log_index,ML H NMR,name,regio,predicted_y
c1c(ccc(c1)n1c(c(nn1)c1ccco1)C)OC,15,138.6696,144.36,1,7.1394,26,7.33,comp441,0.0,1
n1ccn2c(c1C)cnc2C1(COC1)C,2,128.4849,132.3,0,7.1901,16,8.02,comp406,15.1645,0
n1ccn2c(c1C)cnc2C1(COC1)C,3,110.5164,118.74,0,6.695,17,7.75,comp406,8.3639,0
n1ccn2c(c1C)cnc2C1(COC1)C,8,121.7781,126.99,1,7.3137,21,7.55,comp406,0.0,1
n1ccc(cc1N)C(F)F,2,149.1556,148.58,0,7.8926,11,8.04,comp391,33.812,0
n1ccc(cc1N)C(F)F,3,108.0902,109.15,1,6.4352,12,6.82,comp391,0.5863,1
n1ccc(cc1N)C(F)F,5,100.7907,103.87,0,6.3069,13,6.93,comp391,0.0,1
n1(ccc(n1)C(=O)OCC)C(F)F,2,124.916,126.85,0,7.4124,14,7.55,comp392,8.5211,0
n1(ccc(n1)C(=O)OCC)C(F)F,3,112.5013,109.56,1,6.8812,15,7.45,comp392,0.0,1
c1c(nc2c(c1C(F)F)cn[nH]2)Cl,1,112.9095,113.29,0,7.0745,14,7.27,comp394,12.7358,0
c1c(nc2c(c1C(F)F)cn[nH]2)Cl,10,130.8549,131.83,1,7.7106,16,8.04,comp394,0.0,1
c1c(ccc(c1F)COc1cc(=O)[nH]c(c1)C)F,1,102.821,103.76,0,6.625,19,6.82,comp233,21.8136,0
c1c(ccc(c1F)COc1cc(=O)[nH]c(c1)C)F,3,110.3015,110.89,0,6.7115,20,6.79,comp233,20.9123,0
c1c(ccc(c1F)COc1cc(=O)[nH]c(c1)C)F,4,126.5213,130.07,0,7.5206,21,7.42,comp233,29.7624,0
c1c(ccc(c1F)COc1cc(=O)[nH]c(c1)C)F,11,94.4266,97.03,1,5.3622,24,5.49,comp233,0.0,1
c1c(ccc(c1F)COc1cc(=O)[nH]c(c1)C)F,16,96.5062,100.39,0,5.4319,26,6.16,comp233,1.0003,0
c1(ccc(nc1)OC)N,2,123.9035,122.56,0,6.6645,10,7.03,comp247,3.7814,0
c1(ccc(nc1)OC)N,3,110.0821,110.58,0,6.3878,11,6.75,comp247,20.5256,0
c1(ccc(nc1)OC)N,6,130.8408,134.77,1,7.3682,12,8.02,comp247,0.0,1
c1(ccc2n(c1)ccn2)c1cc(c(nc1)OC)NS(=O)(=O)c1ccc(cc1F)F,2,122.5226,126.32,0,7.1279,30,7.27,comp172,19.935,0
c1(ccc2n(c1)ccn2)c1cc(c(nc1)OC)NS(=O)(=O)c1ccc(cc1F)F,3,120.0773,117.93,0,7.5287,31,7.6,comp172,19.3947,0
c1(ccc2n(c1)ccn2)c1cc(c(nc1)OC)NS(=O)(=O)c1ccc(cc1F)F,6,120.5417,121.46,0,7.8337,32,8.08,comp172,21.4314,0
c1(ccc2n(c1)ccn2)c1cc(c(nc1)OC)NS(=O)(=O)c1ccc(cc1F)F,7,110.0322,115.35,1,7.2289,33,7.44,comp172,0.0,1
c1(ccc2n(c1)ccn2)c1cc(c(nc1)OC)NS(=O)(=O)c1ccc(cc1F)F,8,135.6155,132.17,0,7.3972,34,7.17,comp172,17.9029,0
c1(ccc2n(c1)ccn2)c1cc(c(nc1)OC)NS(=O)(=O)c1ccc(cc1F)F,11,134.8923,131.68,0,7.9665,35,7.87,comp172,23.8384,0
c1(ccc2n(c1)ccn2)c1cc(c(nc1)OC)NS(=O)(=O)c1ccc(cc1F)F,15,141.1456,140.74,0,7.7358,36,7.83,comp172,23.55,0
c1(ccc2n(c1)ccn2)c1cc(c(nc1)OC)NS(=O)(=O)c1ccc(cc1F)F,23,132.43,133.4,0,7.2274,41,7.43,comp172,35.7489,0
c1(ccc2n(c1)ccn2)c1cc(c(nc1)OC)NS(=O)(=O)c1ccc(cc1F)F,24,109.3663,110.83,0,6.3695,42,6.81,comp172,22.7219,0
c1(ccc2n(c1)ccn2)c1cc(c(nc1)OC)NS(=O)(=O)c1ccc(cc1F)F,26,104.1445,102.4,0,6.5907,43,6.79,comp172,23.936,0
c1cc(c(nc1)C(=O)N(C)OC)N,1,124.6543,125.76,0,6.7802,14,7.34,comp242,23.8539,0
c1cc(c(nc1)C(=O)N(C)OC)N,2,120.7328,121.86,0,6.5903,15,7.42,comp242,0.0,1
c1cc(c(nc1)C(=O)N(C)OC)N,6,133.9751,134.0,1,7.5403,16,7.92,comp242,0.2861,1
c1cc(c2c(c1OC)oc(c2)c1ccc(cc1)OC)C=O,1,102.2615,114.87,0,6.4161,22,6.93,comp430,8.0151,0
c1cc(c2c(c1OC)oc(c2)c1ccc(cc1)OC)C=O,2,123.8207,126.3,0,7.8304,23,7.54,comp430,17.2121,0
c1cc(c2c(c1OC)oc(c2)c1ccc(cc1)OC)C=O,11,94.5732,103.96,1,7.0635,27,7.3,comp430,0.0,1
c1cc(c2c(c1OC)oc(c2)c1ccc(cc1)OC)C=O,13,125.9116,127.09,0,7.6048,28,7.63,comp430,20.9628,0
c1cc(c2c(c1OC)oc(c2)c1ccc(cc1)OC)C=O,14,117.9159,113.41,0,6.8869,29,6.89,comp430,4.5534,0
c1cc(c2c(c1OC)oc(c2)c1ccc(cc1)OC)C=O,16,107.4026,112.36,0,6.6105,30,6.9,comp430,7.6185,0
c1cc(c2c(c1OC)oc(c2)c1ccc(cc1)OC)C=O,17,126.2479,126.22,0,8.0674,31,7.71,comp430,17.7185,0
c1ccncc1N,1,117.4107,121.58,0,6.5906,8,7.23,comp255,0.9008,0
c1ccncc1N,2,121.9169,122.47,0,6.7545,9,7.23,comp255,24.8918,0
c1ccncc1N,3,139.0194,138.37,1,7.777,10,7.92,comp255,2.1306,1
c1ccncc1N,5,135.7828,137.2,1,7.8809,11,8.2,comp255,0.0,1
c1(ccc(nc1)NC(=O)OC(C)(C)C)N,2,121.8426,122.64,0,6.6627,16,7.56,comp241,0.0,1
c1(ccc(nc1)NC(=O)OC(C)(C)C)N,3,110.848,110.95,0,7.8801,17,8.14,comp241,17.7466,0
c1(ccc(nc1)NC(=O)OC(C)(C)C)N,6,132.1959,135.36,1,7.4035,18,8.13,comp241,0.2912,1
c1cnc(c(n1)c1nncn1c1cccc(c1F)F)N,1,128.4167,132.22,1,7.1124,21,8.19,comp206,0.0,1
c1cnc(c(n1)c1nncn1c1cccc(c1F)F)N,2,143.2564,145.66,0,7.6654,22,8.29,comp206,31.5334,0
c1cnc(c(n1)c1nncn1c1cccc(c1F)F)N,10,141.6112,142.97,0,7.4747,23,8.38,comp206,15.751,0
c1cnc(c(n1)c1nncn1c1cccc(c1F)F)N,13,119.8464,119.99,0,6.8738,24,6.66,comp206,24.3192,0
c1cnc(c(n1)c1nncn1c1cccc(c1F)F)N,14,122.1104,127.06,0,6.9566,25,6.83,comp206,18.9512,0
c1cnc(c(n1)c1nncn1c1cccc(c1F)F)N,15,117.1346,115.09,0,7.0376,26,6.92,comp206,24.3622,0
c1(ccc(nc1)C(F)(F)F)N,2,116.9398,120.35,1,6.6025,12,7.49,comp252,0.0,1
c1(ccc(nc1)C(F)(F)F)N,3,119.8212,122.19,0,7.2088,13,7.41,comp252,35.8547,0
c1(ccc(nc1)C(F)(F)F)N,6,135.2691,136.46,1,7.8376,14,8.15,comp252,3.4237,1
c1cc(c2c(c1)nc([nH]2)C(F)(F)F)OC,1,122.8651,124.18,0,7.0743,16,7.39,comp381,11.2802,0
c1cc(c2c(c1)nc([nH]2)C(F)(F)F)OC,2,101.5461,108.67,0,6.4303,17,7.0,comp381,0.9504,0
c1cc(c2c(c1)nc([nH]2)C(F)(F)F)OC,6,114.5424,113.15,1,7.2937,18,7.57,comp381,0.0,1
c1ccc2c(c1)[nH]c(=O)[nH]2,1,120.2205,121.66,1,6.7881,11,7.21,comp376,0.1102,1
c1ccc2c(c1)[nH]c(=O)[nH]2,2,120.2082,121.66,1,6.7876,12,7.21,comp376,0.1102,1
c1ccc2c(c1)[nH]c(=O)[nH]2,3,106.6971,109.91,0,6.5894,13,7.39,comp376,0.0,0
c1ccc2c(c1)[nH]c(=O)[nH]2,6,106.6629,109.91,0,6.5885,14,7.39,comp376,0.0,0
c1(c(cc(nc1)c1ccco1)C(=O)OCC)O,3,114.0776,118.49,0,7.843,18,8.18,comp245,18.3699,0
c1(c(cc(nc1)c1ccco1)C(=O)OCC)O,6,141.5961,138.95,1,8.1515,19,7.97,comp245,15.9196,1
c1(c(cc(nc1)c1ccco1)C(=O)OCC)O,8,108.1428,108.87,0,6.949,20,7.37,comp245,4.8376,0
c1(c(cc(nc1)c1ccco1)C(=O)OCC)O,9,112.2648,113.12,0,6.2544,21,6.49,comp245,0.0,0
c1(c(cc(nc1)c1ccco1)C(=O)OCC)O,10,139.8296,143.33,0,7.0884,22,7.55,comp245,0.3048,0
c1c(ccc(c1)CSc1ccnc(c1)N)OC,1,118.1123,113.01,0,6.8918,18,6.65,comp234,12.4708,0
c1c(ccc(c1)CSc1ccnc(c1)N)OC,3,105.3204,112.16,0,6.0361,19,6.71,comp234,13.6774,0
c1c(ccc(c1)CSc1ccnc(c1)N)OC,4,130.2374,130.21,0,5.9817,20,6.91,comp234,23.9068,0
c1c(ccc(c1)CSc1ccnc(c1)N)OC,6,130.5866,129.83,0,7.2522,21,6.46,comp234,23.9467,0
c1c(ccc(c1)CSc1ccnc(c1)N)OC,10,121.8752,112.31,1,5.4145,24,6.84,comp234,0.0,1
c1c(ccc(c1)CSc1ccnc(c1)N)OC,11,147.3597,147.9,0,7.3592,25,7.86,comp234,32.2983,0
c1c(ccc(c1)CSc1ccnc(c1)N)OC,14,112.9574,107.25,0,6.4828,26,7.19,comp234,2.9982,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)OCC)c1,2,157.2211,157.27,0,7.8705,24,7.97,comp93,43.132,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)OCC)c1,3,103.0066,109.73,1,6.5746,25,7.07,comp93,0.0,1
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)OCC)c1,12,132.9683,128.76,0,8.1436,29,7.36,comp93,24.1574,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)OCC)c1,13,127.2416,128.29,0,7.2967,30,7.46,comp93,19.8145,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)OCC)c1,14,128.0079,128.5,0,7.2145,31,7.49,comp93,22.9217,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)OCC)c1,15,126.9848,128.48,0,7.2661,32,7.42,comp93,21.4561,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)OCC)c1,16,125.6226,128.72,0,7.2439,33,7.34,comp93,25.3368,0
n1ccc(nc1N)c1[nH]c(c2ccccc2)c(C(=O)OCC)c1,23,114.4063,108.49,0,7.1388,39,7.53,comp93,10.3114,0
c1(cccc(c1)c1cc2c(nc1)oc(c2)c1ccc(cc1)F)C(=O)O,2,129.9455,128.65,0,8.1248,26,7.91,comp455,13.8059,0
c1(cccc(c1)c1cc2c(nc1)oc(c2)c1ccc(cc1)F)C(=O)O,3,128.1693,130.15,0,7.3602,27,7.46,comp455,11.1452,0
c1(cccc(c1)c1cc2c(nc1)oc(c2)c1ccc(cc1)F)C(=O)O,4,131.9409,132.56,0,7.5625,28,7.46,comp455,15.2714,0
c1(cccc(c1)c1cc2c(nc1)oc(c2)c1ccc(cc1)F)C(=O)O,6,129.1477,127.37,0,8.2478,29,8.0,comp455,15.1126,0
c1(cccc(c1)c1cc2c(nc1)oc(c2)c1ccc(cc1)F)C(=O)O,8,125.5803,127.05,0,7.6306,30,7.71,comp455,20.6241,0
c1(cccc(c1)c1cc2c(nc1)oc(c2)c1ccc(cc1)F)C(=O)O,12,143.0921,145.47,0,8.2901,31,8.23,comp455,19.7701,0
c1(cccc(c1)c1cc2c(nc1)oc(c2)c1ccc(cc1)F)C(=O)O,15,97.9786,100.41,1,6.6872,32,7.18,comp455,0.0,1
c1(cccc(c1)c1cc2c(nc1)oc(c2)c1ccc(cc1)F)C(=O)O,17,125.4674,127.38,0,7.6167,33,7.76,comp455,15.593,0
c1(cccc(c1)c1cc2c(nc1)oc(c2)c1ccc(cc1)F)C(=O)O,18,115.3887,116.31,0,6.8963,34,7.0,comp455,10.3885,0
c1(cccc(c1)c1cc2c(nc1)oc(c2)c1ccc(cc1)F)C(=O)O,20,115.89299999999999,116.3,0,7.0088,35,7.0,comp455,10.3782,0
c1(cccc(c1)c1cc2c(nc1)oc(c2)c1ccc(cc1)F)C(=O)O,21,127.1443,127.45,0,8.08,36,7.72,comp455,15.662,0
s1c(nn2c1nc(c2)c1ccccn1)S(=O)(=O)N,8,111.3151,116.63,1,8.1476,19,8.45,comp418,0.0,1
s1c(nn2c1nc(c2)c1ccccn1)S(=O)(=O)N,10,119.0104,120.45,0,8.0459,20,8.38,comp418,7.6608,0
s1c(nn2c1nc(c2)c1ccccn1)S(=O)(=O)N,11,135.4115,137.45,0,7.4395,21,7.52,comp418,14.9336,0
s1c(nn2c1nc(c2)c1ccccn1)S(=O)(=O)N,12,121.2409,121.8,0,6.8767,22,7.26,comp418,5.9577,0
s1c(nn2c1nc(c2)c1ccccn1)S(=O)(=O)N,13,148.7469,148.91,0,8.2947,23,8.21,comp418,13.3744,0
c1cnc2c(c1)oc(=O)[nH]2,1,116.5843,117.44,1,6.7211,11,7.08,comp261,0.0,1
c1cnc2c(c1)oc(=O)[nH]2,2,142.6244,143.79,0,7.7861,12,8.01,comp261,13.1948,0
c1cnc2c(c1)oc(=O)[nH]2,6,114.5416,116.78,0,6.9791,13,7.52,comp261,16.4922,0
c1ccc2c(c1)nc(n2S(=O)(=O)C(C)(C)C)N,1,123.5508,121.51,0,6.9762,18,7.38,comp385,10.5904,0
c1ccc2c(c1)nc(n2S(=O)(=O)C(C)(C)C)N,2,119.8408,120.5,1,6.8454,19,7.43,comp385,0.0,1
c1ccc2c(c1)nc(n2S(=O)(=O)C(C)(C)C)N,3,112.3614,112.06,0,7.5597,20,7.9,comp385,10.9456,0
c1ccc2c(c1)nc(n2S(=O)(=O)C(C)(C)C)N,6,117.4301,115.3,0,7.1238,21,7.85,comp385,0.0701,0
n1c(c(ncc1)Oc1ccc(cc1)OC)N1CCN(CC1)CC(=O)OC(C)(C)C,5,130.9485,135.57,1,7.4857,30,8.04,comp31,0.0,1
n1c(c(ncc1)Oc1ccc(cc1)OC)N1CCN(CC1)CC(=O)OC(C)(C)C,6,137.8242,137.27,0,7.7094,31,7.92,comp31,17.0046,0
n1c(c(ncc1)Oc1ccc(cc1)OC)N1CCN(CC1)CC(=O)OC(C)(C)C,9,118.3184,120.61,0,6.9332,32,7.08,comp31,13.4255,0
n1c(c(ncc1)Oc1ccc(cc1)OC)N1CCN(CC1)CC(=O)OC(C)(C)C,10,118.03200000000001,114.03,0,6.8534,33,6.83,comp31,4.6835,0
n1c(c(ncc1)Oc1ccc(cc1)OC)N1CCN(CC1)CC(=O)OC(C)(C)C,12,106.7457,112.09,0,6.1841,34,6.7,comp31,5.4791,0
n1c(c(ncc1)Oc1ccc(cc1)OC)N1CCN(CC1)CC(=O)OC(C)(C)C,13,113.1702,121.01,0,5.8732,35,7.14,comp31,13.3472,0
c1ccc(cc1)Cn1cc(nn1)c1ccc(cc1)NC(=O)C,1,127.5485,128.35,0,7.1481,23,7.26,comp531,5.4985,0
c1ccc(cc1)Cn1cc(nn1)c1ccc(cc1)NC(=O)C,2,129.1012,128.98,0,7.1534,24,7.35,comp531,3.9116,0
c1ccc(cc1)Cn1cc(nn1)c1ccc(cc1)NC(=O)C,3,127.1341,127.42,0,6.8069,25,7.07,comp531,6.2779,0
c1ccc(cc1)Cn1cc(nn1)c1ccc(cc1)NC(=O)C,5,125.7825,127.02,0,7.1711,26,7.48,comp531,6.2776,0
c1ccc(cc1)Cn1cc(nn1)c1ccc(cc1)NC(=O)C,6,127.7112,128.79,0,7.2319,27,7.36,comp531,4.6142,0
c1ccc(cc1)Cn1cc(nn1)c1ccc(cc1)NC(=O)C,9,115.8307,119.51,0,7.1152,30,5.8,comp531,10.775,0
c1ccc(cc1)Cn1cc(nn1)c1ccc(cc1)NC(=O)C,14,125.2484,125.97,0,8.3323,31,7.8,comp531,14.4482,0
c1ccc(cc1)Cn1cc(nn1)c1ccc(cc1)NC(=O)C,15,115.5636,119.26,1,6.4135,32,7.77,comp531,0.172,1
c1ccc(cc1)Cn1cc(nn1)c1ccc(cc1)NC(=O)C,17,117.3073,119.26,1,8.6106,33,7.77,comp531,0.0,1
c1ccc(cc1)Cn1cc(nn1)c1ccc(cc1)NC(=O)C,18,125.0255,125.97,0,7.2076,34,7.8,comp531,14.0916,0
c1cnc2c(c1C#N)ccn2COC,1,118.6697,117.06,0,7.0689,15,7.47,comp349,18.8233,0
c1cnc2c(c1C#N)ccn2COC,2,141.5365,145.45,0,8.0749,16,8.2,comp349,22.4763,0
c1cnc2c(c1C#N)ccn2COC,9,101.0325,101.1,1,6.6518,17,7.1,comp349,0.0,1
c1cnc2c(c1C#N)ccn2COC,10,130.0143,129.46,0,7.2369,18,7.46,comp349,13.1509,0
c1c(cc2c(c1)nc([nH]2)C)C,1,121.8969,121.63,1,6.936,12,7.23,comp377,1.0979,1
c1c(cc2c(c1)nc([nH]2)C)C,3,107.4738,111.36,0,6.8072,13,7.35,comp377,0.0,1
c1c(cc2c(c1)nc([nH]2)C)C,6,120.3587,117.86,0,7.4142,14,7.62,comp377,0.1455,0
c1ccc(cc1)Nc1cc(=O)[nH]c(c1)CCc1ccccc1,1,121.7968,124.67,0,6.8243,23,7.03,comp213,12.1669,0
c1ccc(cc1)Nc1cc(=O)[nH]c(c1)CCc1ccccc1,2,128.9627,129.51,0,7.1447,24,7.43,comp213,27.1377,0
c1ccc(cc1)Nc1cc(=O)[nH]c(c1)CCc1ccccc1,3,118.4776,118.94,0,6.621,25,7.42,comp213,12.5052,0
c1ccc(cc1)Nc1cc(=O)[nH]c(c1)CCc1ccccc1,5,120.3971,118.62,0,7.4312,26,7.45,comp213,12.7032,0
c1ccc(cc1)Nc1cc(=O)[nH]c(c1)CCc1ccccc1,6,128.6864,129.58,0,7.1532,27,7.44,comp213,23.2741,0
c1ccc(cc1)Nc1cc(=O)[nH]c(c1)CCc1ccccc1,9,92.5631,93.42,1,5.787999999999999,29,6.26,comp213,0.0,1
c1ccc(cc1)Nc1cc(=O)[nH]c(c1)CCc1ccccc1,14,93.9303,96.56,0,4.9213,31,6.33,comp213,7.5154,0
c1ccc(cc1)Nc1cc(=O)[nH]c(c1)CCc1ccccc1,18,130.3404,128.22,0,6.7753,36,6.99,comp213,20.8617,0
c1ccc(cc1)Nc1cc(=O)[nH]c(c1)CCc1ccccc1,19,129.5604,128.64,0,7.1631,37,7.22,comp213,20.4642,0
c1ccc(cc1)Nc1cc(=O)[nH]c(c1)CCc1ccccc1,20,127.4403,126.48,0,7.1889,38,7.18,comp213,19.9901,0
c1ccc(cc1)Nc1cc(=O)[nH]c(c1)CCc1ccccc1,21,128.5795,128.68,0,7.2771,39,7.33,comp213,19.9572,0
c1ccc(cc1)Nc1cc(=O)[nH]c(c1)CCc1ccccc1,22,125.9258,128.28,0,7.0865,40,7.25,comp213,19.4997,0
c1(c(cc(nc1)c1cccs1)C(=O)OCC)O,3,114.7188,120.52,0,7.5973,18,8.01,comp246,12.8925,0
c1(c(cc(nc1)c1cccs1)C(=O)OCC)O,6,141.2649,139.04,1,8.1767,19,8.03,comp246,4.6530000000000005,1
c1(c(cc(nc1)c1cccs1)C(=O)OCC)O,8,125.1882,126.41,0,7.8555,20,7.58,comp246,3.4835,0
c1(c(cc(nc1)c1cccs1)C(=O)OCC)O,9,126.5961,127.84,0,6.7841,21,6.41,comp246,1.3769,0
c1(c(cc(nc1)c1cccs1)C(=O)OCC)O,10,125.6493,129.56,0,6.7775,22,6.98,comp246,0.0,0
c1(ccc(nc1)OC(C(F)(F)F)C(F)(F)F)N,2,124.8219,124.77,0,6.7538,18,7.48,comp243,0.2647,0
c1(ccc(nc1)OC(C(F)(F)F)C(F)(F)F)N,3,110.7717,112.47,0,6.5332,19,7.05,comp243,26.9129,0
c1(ccc(nc1)OC(C(F)(F)F)C(F)(F)F)N,6,129.2761,136.44,1,7.2767,20,8.09,comp243,0.0,1
c1[nH]c(=O)c2c(c1)ccc(n2)C,1,127.0689,133.31,0,6.5966,13,7.62,comp263,28.074,0
c1[nH]c(=O)c2c(c1)ccc(n2)C,7,101.5179,104.97,1,5.8738,15,7.08,comp263,0.0,1
c1[nH]c(=O)c2c(c1)ccc(n2)C,8,132.4417,135.17,0,7.3278,16,7.57,comp263,21.1165,0
c1[nH]c(=O)c2c(c1)ccc(n2)C,9,124.6499,126.62,0,7.0856,17,7.44,comp263,29.2925,0
c1(c(cc(nc1)c1cccnc1)C(=O)OCC)O,3,116.9489,120.63,0,7.7706,19,7.98,comp244,11.8634,0
c1(c(cc(nc1)c1cccnc1)C(=O)OCC)O,6,142.3496,138.86,1,8.3539,20,8.0,comp244,0.0,1
c1(c(cc(nc1)c1cccnc1)C(=O)OCC)O,8,130.0367,133.9,0,7.593,21,8.02,comp244,14.001,0
c1(c(cc(nc1)c1cccnc1)C(=O)OCC)O,9,120.9394,122.9,0,6.9896,22,7.36,comp244,1.8159999999999998,0
c1(c(cc(nc1)c1cccnc1)C(=O)OCC)O,10,148.8965,150.42,0,8.3927,23,8.34,comp244,11.9947,0
c1(c(cc(nc1)c1cccnc1)C(=O)OCC)O,12,149.951,149.7,0,9.3167,24,8.75,comp244,12.2822,0
c1cnc2c(c1O)nc(cc2)OC,1,105.4756,109.29,1,6.7831,14,7.19,comp260,0.0,1
c1cnc2c(c1O)nc(cc2)OC,2,148.1921,147.38,0,8.2781,15,8.24,comp260,19.4584,0
c1cnc2c(c1O)nc(cc2)OC,10,115.4589,113.18,0,6.9126,17,7.25,comp260,9.2943,0
c1cnc2c(c1O)nc(cc2)OC,11,142.4324,136.0,0,7.9436,18,8.29,comp260,18.4123,0
c1ccc2c(c1)[nH]nc2C(F)(F)F,1,127.0032,126.82,0,7.2643,14,7.46,comp368,3.333,0
c1ccc2c(c1)[nH]nc2C(F)(F)F,2,121.6658,122.79,1,7.1046,15,7.48,comp368,2.2206,1
c1ccc2c(c1)[nH]nc2C(F)(F)F,3,120.9108,120.63,0,7.7693,16,7.72,comp368,1.3027,0
c1ccc2c(c1)[nH]nc2C(F)(F)F,6,107.75200000000001,112.73,1,7.1576,17,7.5,comp368,0.0,1
c1c(cc2c(c1)nc([nH]2)C1CC1)C,1,122.1188,122.88,1,6.8947,14,7.23,comp378,1.6173,1
c1c(cc2c(c1)nc([nH]2)C1CC1)C,3,107.4355,111.9,0,6.7871,15,7.36,comp378,0.0,1
c1c(cc2c(c1)nc([nH]2)C1CC1)C,6,119.3857,118.38,0,7.3021,16,7.67,comp378,1.0884,0
c1(ccc2c(c1C(=O)OC)[nH]nc2)F,2,110.20299999999999,111.81,0,6.6959,15,6.98,comp372,6.3859,0
c1(ccc2c(c1C(=O)OC)[nH]nc2)F,3,126.9165,124.53,0,7.5069,16,7.56,comp372,20.883000000000003,0
c1(ccc2c(c1C(=O)OC)[nH]nc2)F,13,131.9426,136.08,1,7.5767,21,7.94,comp372,0.0,1
c1ncc2c(c1N)cccc2,1,127.8228,134.92,0,7.8742,12,8.35,comp266,0.0,0
c1ncc2c(c1N)cccc2,3,142.523,144.25,1,8.4696,13,8.44,comp266,3.0891,1
c1ncc2c(c1N)cccc2,8,119.2896,120.62,0,7.6076,16,8.05,comp266,26.6807,0
c1ncc2c(c1N)cccc2,9,127.2472,130.26,0,7.4295,17,7.52,comp266,19.2312,0
c1ncc2c(c1N)cccc2,10,125.5132,128.97,0,7.3292,18,7.47,comp266,29.9504,0
c1ncc2c(c1N)cccc2,11,127.9208,127.75,0,7.6675,19,7.7,comp266,19.8751,0
c1(ccc2c(c1)CCN(CC2)C(=O)C(F)(F)F)S(=O)(=O)F,2,126.9103,125.43,0,7.5757,22,7.26,comp428,9.4076,0
c1(ccc2c(c1)CCN(CC2)C(=O)C(F)(F)F)S(=O)(=O)F,3,128.9976,130.68,1,7.0478,23,7.29,comp428,0.0,1
c1(ccc2c(c1)CCN(CC2)C(=O)C(F)(F)F)S(=O)(=O)F,6,128.8653,128.47,0,7.5615,24,7.34,comp428,8.1435,0
c1cc(c2c(c1)n(nc2)C(=O)C)N,1,130.298,128.84,0,7.0945,14,7.39,comp369,32.9803,0
c1cc(c2c(c1)n(nc2)C(=O)C)N,2,105.6243,112.24,1,6.2689,15,7.25,comp369,0.0,1
c1cc(c2c(c1)n(nc2)C(=O)C)N,6,105.8009,105.08,1,7.7959,16,7.67,comp369,0.2045,1
c1cc(c2c(c1)n(nc2)C(=O)C)N,9,132.7962,134.26,0,7.482,17,8.1,comp369,22.5823,0
c1(ccc2c(c1C(=O)OC)[nH]nc2)N,2,109.8068,110.16,1,6.0799,15,6.72,comp371,0.0,1
c1(ccc2c(c1C(=O)OC)[nH]nc2)N,3,127.7437,123.1,0,7.2519,16,7.52,comp371,22.7844,0
c1(ccc2c(c1C(=O)OC)[nH]nc2)N,13,131.8903,136.17,0,7.3463,21,7.83,comp371,2.0977,0
c1(nc(c(cc1)N(=O)=O)N)c1ccncc1Cl,5,134.6318,136.44,0,8.2408,18,8.43,comp250,34.5024,0
c1(nc(c(cc1)N(=O)=O)N)c1ccncc1Cl,6,112.8218,116.6,1,6.9413,19,7.46,comp250,0.0,1
c1(nc(c(cc1)N(=O)=O)N)c1ccncc1Cl,12,124.4755,123.68,0,7.2904,22,7.71,comp250,21.8828,0
c1(nc(c(cc1)N(=O)=O)N)c1ccncc1Cl,13,147.3549,148.69,0,8.2776,23,8.26,comp250,26.1589,0
c1(nc(c(cc1)N(=O)=O)N)c1ccncc1Cl,15,150.3491,148.73,0,8.4293,24,8.19,comp250,27.1197,0
c1ccc2c(c1)nc(n2S(=O)(=O)N(C)C)N,1,123.5107,121.89,0,6.9968,17,7.36,comp382,10.8125,0
c1ccc2c(c1)nc(n2S(=O)(=O)N(C)C)N,2,119.7181,121.49,1,6.8407,18,7.48,comp382,0.4021,1
c1ccc2c(c1)nc(n2S(=O)(=O)N(C)C)N,3,112.0163,112.26,0,7.6157,19,7.61,comp382,11.2849,0
c1ccc2c(c1)nc(n2S(=O)(=O)N(C)C)N,6,117.5932,115.09,0,7.1487,20,7.87,comp382,0.0,0
c1c(cc2c(c1)[nH]nc2)N(=O)=O,1,121.9434,122.29,0,8.1655,13,8.43,comp362,16.04,0
c1c(cc2c(c1)[nH]nc2)N(=O)=O,3,118.5696,114.08,0,8.5659,14,8.51,comp362,19.7738,0
c1c(cc2c(c1)[nH]nc2)N(=O)=O,6,107.1564,108.95,0,7.0704,15,7.73,comp362,6.3519,0
c1c(cc2c(c1)[nH]nc2)N(=O)=O,9,135.4733,133.11,1,7.8636,17,8.0,comp362,0.0,1
c1ccc2c(c1C#N)[nH]nc2,1,130.401,130.73,0,7.4403,12,7.9,comp360,21.0919,0
c1ccc2c(c1C#N)[nH]nc2,2,119.471,122.92,0,6.9867,13,7.59,comp360,6.5651,0
c1ccc2c(c1C#N)[nH]nc2,3,125.0238,124.96,0,7.6652,14,7.51,comp360,17.8175,0
c1ccc2c(c1C#N)[nH]nc2,11,133.2202,134.68,1,7.7574,16,7.94,comp360,0.0,1
c1cc(c2c(c1)[nH]nc2)N(=O)=O,1,123.9866,126.37,0,7.162999999999999,13,7.65,comp363,14.1162,0
c1cc(c2c(c1)[nH]nc2)N(=O)=O,2,117.5274,116.2,0,7.995,14,8.08,comp363,21.1173,0
